Date,1COV_X,ADS_X,ALV_X,BAS_X,BAYN_X,BEI_X,BMW_X,CON_X,DAI_X,DB1_X,DBK_X,DPW_X,DTE_X,EOAN_X,FME_X,FRE_X,HEI_X,HEN3_X,IFX_X,LHA_X,LIN_X,MRK_X,MTX_X,MUV2_X,RWE_X,SAP_X,SIE_X,VNA_X,VOW3_X,WDI_X,Index
2000-01-03,,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750.759765999999
2000-01-04,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6586.950195
2000-01-05,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6502.069824
2000-01-06,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6474.919922
2000-01-07,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6780.959961
2000-01-10,,73.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6925.52002
2000-01-11,,72.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6891.25
2000-01-12,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6912.810059
2000-01-13,,69.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6955.97998
2000-01-14,,67.35,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,7173.220215
2000-01-17,,68.0,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,7258.899901999999
2000-01-18,,68.0,359.23,47.95,45.1,68.0,27.0,18.2,,,85.05,,69.9,47.61,77.5,143.0,72.99,61.5,,,,30.45,,298.9,,554.0,133.0,,31.54,,7072.120117
2000-01-19,,66.6,360.0,49.84,45.1,69.9,27.59,17.15,,,84.8,,69.25,48.0,77.99,143.99,73.8,61.64,,21.85,51.0,30.5,,300.0,35.99,549.0,131.25,,30.65,,7091.040039
2000-01-20,,65.5,360.9,49.4,44.5,69.9,26.2,17.2,71.0,,84.15,,69.25,50.28,78.75,143.99,72.5,60.15,,21.24,50.45,31.4,,287.6,35.3,562.9,137.43,,30.1,,7112.660156
2000-01-21,,65.55,351.5,48.05,43.75,65.4,25.75,17.6,71.09,,82.51,,66.85,49.0,81.5,144.0,73.0,59.96,,21.5,51.05,31.0,,284.5,36.55,560.0,137.0,,30.1,,6992.75
2000-01-24,,66.0,347.0,47.18,44.0,64.9,24.75,17.3,69.9,,80.6,,64.4,48.3,82.64,144.0,71.25,60.0,,21.08,52.6,31.2,,276.5,36.01,581.0,140.65,,29.85,,6931.990234000001
2000-01-25,,63.84,333.5,45.25,41.7,64.0,23.33,17.13,67.5,,78.4,,66.01,46.5,80.05,142.0,71.25,60.38,,20.58,50.3,30.3,,265.71,35.18,565.0,142.0,,29.25,,6809.640137
2000-01-26,,61.65,342.0,44.02,41.6,67.5,24.45,16.7,67.1,,79.46,,70.7,46.1,78.99,145.99,74.0,59.5,,21.45,49.0,30.81,,280.4,34.69,575.0,142.0,,28.94,,6969.370117
2000-01-27,,65.35,351.9,44.55,40.9,68.0,24.25,16.8,69.85,,79.2,,75.5,44.62,80.4,141.51,73.5,59.5,,21.45,48.05,31.39,,272.8,33.9,608.5,149.9,,29.7,,7126.129883
2000-01-28,,62.0,349.42,45.25,41.15,68.0,25.02,16.95,68.15,,78.54,,71.9,45.0,80.8,152.0,73.5,58.75,,21.6,48.42,31.4,,281.01,34.15,619.5,151.1,,29.03,,7066.600098000001
2000-01-31,,57.31,335.8,44.05,39.92,64.55,23.6,16.5,66.4,,77.0,,69.4,42.85,80.45,152.0,71.05,56.6,,21.17,47.0,31.0,,266.15,32.75,577.0,139.11,,28.6,,6835.600098000001
2000-02-01,,59.1,338.2,42.02,40.05,68.0,24.2,16.4,67.0,,78.9,,75.0,42.56,83.51,152.0,70.4,56.5,,20.78,45.5,31.55,,274.0,32.47,610.0,144.15,,28.49,,7050.459961
2000-02-02,,57.5,337.0,45.0,41.8,67.0,24.28,16.5,67.0,,82.39,,74.3,42.08,83.5,152.0,68.25,58.0,,20.37,47.6,31.5,,276.5,32.58,616.9,144.3,,28.5,,7171.950195
2000-02-03,,57.4,337.0,43.65,42.55,67.95,25.7,16.45,67.85,,83.03,,83.7,41.01,83.3,160.6,65.8,56.65,,20.4,46.7,31.0,,274.0,31.8,627.5,152.27,,28.1,,7354.259765999999
2000-02-04,,57.4,339.0,43.07,41.4,68.0,25.46,16.05,67.82,,82.9,,85.4,41.8,88.5,169.5,63.0,57.5,,19.75,48.5,31.4,,282.99,31.1,632.0,161.5,,27.2,,7444.609863
2000-02-07,,61.7,341.9,41.75,40.3,67.2,25.1,16.18,67.05,,82.2,,80.6,41.35,86.9,168.5,60.5,56.3,,20.0,46.42,30.3,,274.1,31.3,631.65,163.0,,26.99,,7296.319823999999
2000-02-08,,58.21,340.2,43.05,43.3,68.0,25.0,16.62,66.35,,82.8,,88.2,42.4,91.0,173.0,63.5,56.0,,19.75,48.01,30.3,,272.2,32.26,671.4,171.0,,26.5,,7549.879883
2000-02-09,,55.0,352.35,43.1,43.8,67.75,25.0,16.35,65.75,,83.3,,92.5,42.2,84.55,174.5,61.9,54.6,,19.45,46.73,30.2,,277.99,31.4,689.7,179.6,,26.7,,7629.109863
2000-02-10,,55.9,365.0,44.0,44.5,76.0,25.85,16.96,66.9,,85.45,,92.0,44.0,85.85,161.0,61.2,56.64,,20.25,48.29,30.5,,289.0,31.55,670.0,173.0,,26.69,,7709.27002
2000-02-11,,53.05,372.0,44.13,43.0,74.5,25.65,16.6,65.97,,85.75,,89.1,44.59,83.0,162.5,61.0,54.5,,20.15,45.5,31.0,,295.0,30.49,655.5,171.5,,26.48,,7611.549805
2000-02-14,,51.5,374.99,43.2,43.7,71.0,25.35,16.4,66.95,,84.6,,87.3,44.31,83.87,156.2,60.0,54.3,,19.9,46.7,30.0,,302.0,33.0,651.0,176.42,,26.0,,7644.799805
2000-02-15,,49.7,371.0,40.99,41.25,71.8,25.0,16.85,66.29,,81.0,,84.0,45.94,79.4,150.0,62.0,54.25,,19.7,45.55,29.45,,300.5,34.6,623.2,162.51,,26.2,,7396.129883
2000-02-16,,51.3,369.0,43.99,42.6,72.4,25.6,16.68,65.75,,81.38,,85.0,47.5,82.66,157.0,61.0,56.9,,20.53,45.0,29.38,,300.0,35.2,655.0,162.7,,26.1,,7490.319823999999
2000-02-17,,52.5,354.0,46.5,43.9,67.25,25.2,16.23,65.69,,80.4,,87.0,48.35,86.56,157.0,60.45,58.7,,21.72,47.67,27.7,,292.0,34.38,669.5,165.4,,26.51,,7580.529785
2000-02-18,,54.5,352.1,47.4,43.98,67.3,26.2,16.4,65.0,,80.55,,89.0,47.99,88.0,162.5,58.0,58.43,,21.45,46.99,27.2,,286.51,33.99,669.0,160.03,,25.97,,7573.779785
2000-02-21,,51.7,357.5,47.0,43.4,67.7,27.55,16.53,64.5,,85.22,,87.49,47.3,86.0,160.8,59.75,58.0,,21.3,46.04,27.1,,290.0,34.76,653.2,163.0,,25.6,,7590.529785
2000-02-22,,51.45,354.45,46.5,43.9,68.8,27.75,16.7,64.45,,88.88,,85.59,52.5,84.06,160.8,58.5,54.97,,22.59,45.01,26.3,,295.0,35.35,656.7,165.1,,25.7,,7607.939941
2000-02-23,,49.6,355.0,47.14,43.7,67.0,26.9,17.0,63.25,,89.2,,87.5,53.0,83.0,150.1,59.95,56.8,,23.29,45.05,26.85,,300.0,36.51,659.5,180.6,,23.85,,7698.970215
2000-02-24,,49.0,353.4,45.9,42.7,65.5,26.9,17.0,62.1,,87.5,,90.0,50.4,81.7,146.5,59.25,56.28,,23.23,44.68,26.5,,290.82,34.06,645.0,179.49,,22.3,,7640.529785
2000-02-25,,50.2,355.5,45.16,42.8,64.0,27.0,16.8,65.8,,89.28,,90.0,48.0,82.2,146.5,58.0,55.99,,23.33,41.5,27.01,,290.0,33.4,683.0,188.0,,23.4,,7738.680176000001
2000-02-28,,52.98,362.75,46.9,42.85,62.0,26.11,17.0,67.4,,87.91,,85.0,46.53,76.5,146.5,58.0,54.5,,22.7,41.65,27.0,,294.0,34.0,657.2,179.1,,23.7,,7587.129883
2000-02-29,,55.0,359.0,47.9,43.79,62.85,26.66,17.09,70.0,,88.0,,86.1,46.9,73.3,146.5,58.5,54.28,,23.16,42.1,26.8,,284.1,34.82,658.0,184.4,,23.52,,7644.549805
2000-03-01,,55.0,350.2,46.2,42.7,60.5,26.91,16.8,68.2,,85.99,,91.99,47.49,72.4,138.5,59.0,53.09,,23.14,42.5,27.2,,283.5,35.8,694.85,187.3,,23.8,,7727.930176000001
2000-03-02,,59.0,358.0,46.9,42.85,60.5,26.9,16.94,67.26,,87.95,,99.38,48.65,74.0,136.5,59.0,52.51,,23.0,41.75,29.9,,282.0,35.0,695.3,191.51,,24.05,,7945.77002
2000-03-03,,54.71,343.0,45.41,41.9,62.5,26.0,16.8,65.95,,87.01,,102.9,48.4,74.0,139.0,57.36,52.1,,23.2,41.02,29.7,,283.5,34.25,731.0,190.53,,23.94,,7960.029785
2000-03-06,,51.05,339.3,46.25,42.01,63.3,25.8,16.75,65.75,,86.92,,103.5,47.65,72.84,139.0,58.0,52.0,,23.05,41.0,31.8,,280.0,33.9,819.9,186.0,,24.0,,7975.779785
2000-03-07,,52.0,380.0,44.8,40.77,61.9,25.33,16.69,63.78,,94.9,,100.85,45.35,74.25,137.2,59.0,49.49,,23.2,41.0,31.0,,287.6,32.35,859.0,183.0,,23.75,,8064.970215
2000-03-08,,52.2,411.0,45.65,40.63,61.9,25.78,16.3,64.9,,92.75,,95.5,44.26,75.5,146.0,58.0,49.4,,22.85,43.19,33.15,,298.0,32.95,786.0,176.38,,23.85,,7987.0
2000-03-09,,51.6,407.0,45.79,41.7,60.6,25.7,16.6,64.05,,80.81,,95.4,44.95,76.07,151.0,57.5,48.8,,22.02,41.44,33.61,,315.0,32.85,799.7,182.5,,23.99,,7949.149901999999
2000-03-10,,51.0,411.2,46.2,40.65,59.85,26.2,16.89,63.0,,74.75,,97.75,43.32,79.0,164.0,54.0,46.5,,22.3,40.3,34.0,,320.0,31.5,801.0,186.5,,23.99,,7975.950195
2000-03-13,,50.35,394.8,46.65,41.31,64.0,26.55,16.75,63.6,,72.75,,92.25,43.98,80.0,164.0,54.5,47.25,,22.2,40.3,34.2,,307.0,32.4,755.0,171.1,,24.45,,7693.850098000001
2000-03-14,,51.0,397.0,47.85,41.61,61.0,27.31,17.3,65.66,,72.96,,88.1,45.05,78.9,173.5,55.8,48.98,,22.46,39.5,31.3,,295.05,31.1,745.0,170.8,,24.92,,7650.049805
2000-03-15,,50.15,392.0,47.4,42.02,60.55,31.05,18.25,64.7,,72.21,,81.89,48.3,80.0,168.0,55.0,50.97,,22.05,40.9,30.02,,287.0,31.7,691.0,153.09,,25.8,,7414.459961
2000-03-16,,57.0,395.0,48.89,45.1,62.8,31.75,18.75,69.85,,73.15,,84.2,49.6,80.9,174.0,55.0,56.38,,23.19,44.0,30.0,,300.5,33.5,630.0,152.5,,27.15,,7583.959961
2000-03-17,,55.01,405.0,50.0,45.9,63.85,29.99,19.0,69.04,,74.5,,86.5,48.25,83.75,191.5,58.0,56.39,,23.5,44.7,30.4,,300.0,34.01,673.0,159.99,,27.0,,7710.919922
2000-03-20,,54.35,407.15,49.4,45.62,63.8,30.7,18.1,67.65,,72.25,,91.3,47.85,82.45,193.5,60.6,53.8,,22.69,44.34,30.25,,298.02,35.1,746.7,175.24,,26.6,,7872.379883
2000-03-21,,55.52,405.4,48.7,45.25,64.49,33.1,18.4,68.05,,71.62,,88.99,50.4,80.0,199.0,64.05,54.5,,23.0,45.7,30.25,,304.8,36.4,702.9,170.0,,25.94,,7807.930176000001
2000-03-22,,54.29,414.5,49.15,44.95,64.8,34.45,19.2,68.9,,71.84,,86.8,48.8,78.96,191.1,65.8,56.5,,23.49,44.0,31.5,,325.05,36.75,715.49,158.3,,26.05,,7798.620117
2000-03-23,,54.0,408.0,49.1,44.0,64.25,33.4,19.0,68.31,,70.3,,85.0,48.2,79.8,187.0,63.5,58.82,,23.53,42.91,32.2,,328.0,36.55,674.9,158.26,,26.55,,7694.779785
2000-03-24,,53.3,418.5,49.8,44.0,68.0,33.8,18.45,70.2,,72.52,,89.4,50.65,77.5,192.5,63.3,57.52,,22.81,43.39,32.4,,334.5,37.25,680.0,165.3,,26.7,,7932.419922
2000-03-27,,55.41,418.6,49.25,44.61,71.2,32.55,19.03,70.05,,71.2,,88.0,51.25,75.5,195.0,63.5,59.3,,23.3,46.5,32.03,,333.7,37.63,700.0,160.0,,26.55,,7892.490234000001
2000-03-28,,55.05,428.0,49.0,45.85,72.01,33.15,18.85,68.04,,72.5,,91.6,51.91,76.5,189.0,62.91,59.9,63.96,23.2,46.0,32.2,,324.5,37.6,705.0,156.9,,26.75,,7931.930176000001
2000-03-29,,56.7,432.4,49.7,46.92,72.3,34.4,18.75,68.01,,71.65,,89.5,51.85,78.6,194.0,58.6,60.2,63.4,23.65,45.85,32.0,,338.0,37.5,645.0,154.25,,27.28,,7864.759765999999
2000-03-30,,58.6,433.5,49.32,46.8,72.0,33.93,19.0,68.2,,70.21,,83.3,52.02,79.5,185.0,59.0,60.0,58.5,23.2,44.79,33.3,,333.5,37.55,602.0,148.5,,26.69,,7644.890137
2000-03-31,,58.0,427.5,49.55,46.78,76.0,33.15,19.0,68.02,,69.2,,84.0,53.25,77.9,185.0,58.89,60.0,56.85,24.0,45.2,33.4,,325.0,37.3,590.0,149.99,,26.31,,7599.390137
2000-04-03,,57.0,416.45,48.8,46.95,70.0,33.15,18.1,69.7,,73.97,,75.45,53.4,76.95,173.0,58.2,57.01,57.5,24.48,44.7,31.5,,333.0,38.2,533.0,142.0,,26.01,,7429.220215
2000-04-04,,57.45,441.16,50.68,47.5,70.2,33.92,18.7,70.5,,76.82,,74.0,52.52,76.9,178.0,57.2,58.35,55.02,24.65,44.8,33.0,,351.8,38.61,523.0,137.55,,25.7,,7522.799805
2000-04-05,,56.6,380.0,49.45,45.5,69.01,33.2,18.45,70.75,,80.01,,75.0,52.21,76.45,178.5,58.0,58.82,51.56,24.65,44.75,33.0,,325.0,37.0,525.0,133.49,,25.19,,7330.77002
2000-04-06,,57.3,397.8,48.0,44.3,70.0,32.2,18.8,70.01,,77.5,,78.53,50.5,74.5,176.0,58.0,57.4,58.5,24.09,43.55,33.5,,323.02,37.03,585.0,145.05,,25.5,,7446.209961
2000-04-07,,56.25,407.4,47.5,43.91,69.6,31.35,19.55,69.5,,78.1,,79.0,51.8,74.0,176.0,58.0,59.5,59.7,24.9,42.9,33.6,,338.0,37.03,593.0,150.0,,25.3,,7522.200195
2000-04-10,,57.37,396.6,47.15,45.1,73.1,32.5,19.8,69.7,,76.8,,80.4,52.0,73.25,174.0,58.1,59.3,62.2,24.38,42.71,32.0,,350.6,37.5,549.0,152.9,,24.7,,7516.950195
2000-04-11,,57.55,409.38,47.66,44.4,68.6,32.45,20.14,69.65,,77.5,,76.5,54.4,72.5,175.0,57.25,61.7,61.51,24.17,44.31,31.9,,345.3,36.89,511.0,145.14,,24.93,,7442.660156
2000-04-12,,60.7,414.75,49.29,44.77,70.0,32.5,20.24,70.2,,77.75,,73.2,55.1,73.0,178.0,57.95,64.7,63.5,24.56,43.75,32.0,,357.4,36.84,519.0,141.55,,24.81,,7443.069823999999
2000-04-13,,64.45,420.0,49.7,44.55,68.75,32.1,20.0,70.0,,77.05,,74.63,54.5,75.2,175.0,58.15,65.55,63.8,24.5,43.01,32.31,,356.11,36.99,485.5,143.75,,24.64,,7449.060059
2000-04-14,,61.5,409.0,48.64,44.32,67.0,30.9,19.59,69.04,,77.25,,70.01,53.0,75.0,174.0,62.89,61.25,60.0,23.53,42.97,32.31,,347.0,36.67,474.0,134.7,,25.0,,7214.830078
2000-04-17,,64.05,399.0,48.35,43.65,68.0,31.4,19.35,68.45,,73.9,,71.0,53.45,75.3,174.0,62.2,63.5,62.46,23.1,42.7,31.9,,326.0,35.85,500.0,141.51,,24.65,,7187.140137
2000-04-18,,63.9,399.98,47.31,43.45,68.2,30.1,19.6,68.71,,73.4,,72.6,54.39,74.3,166.0,62.2,62.49,64.0,23.34,43.2,30.5,,317.0,35.9,502.5,145.95,,25.06,,7196.490234000001
2000-04-19,,62.5,400.46,45.5,42.75,68.2,30.0,19.35,67.7,,73.55,,70.99,54.19,73.75,172.0,63.94,61.5,67.89,23.5,43.91,30.45,,309.0,35.45,534.4,149.85,,24.49,,7216.709961
2000-04-20,,62.5,399.51,46.01,42.55,68.0,30.01,19.35,63.35,,73.2,,73.3,53.32,73.3,172.0,63.5,62.5,68.85,23.0,42.8,30.7,,300.0,36.31,498.45,149.85,,25.0,,7157.950195
2000-04-21,,62.5,399.51,46.01,42.55,68.0,30.01,19.35,63.35,,73.2,,73.3,53.32,73.3,172.0,63.5,62.5,68.85,23.0,42.8,30.7,,300.0,36.31,498.45,149.85,,25.0,,
2000-04-24,,62.5,399.51,46.01,42.55,68.0,30.01,19.35,63.35,,73.2,,73.3,53.32,73.3,172.0,63.5,62.5,68.85,23.0,42.8,30.7,,300.0,36.31,498.45,149.85,,25.0,,
2000-04-25,,65.5,414.5,47.75,43.88,67.8,30.7,19.9,65.3,,74.3,,71.74,53.7,76.55,172.0,63.6,64.75,68.3,23.5,42.7,30.8,,317.5,37.48,500.0,151.6,,25.65,,7280.509765999999
2000-04-26,,69.69,416.99,48.8,44.6,67.8,30.5,20.15,65.45,,73.55,,74.2,53.5,78.2,184.5,64.55,63.95,73.35,23.59,42.1,32.5,,322.0,37.24,513.0,156.0,,25.74,,7388.549805
2000-04-27,,70.0,406.73,49.0,44.16,69.0,30.2,19.69,63.69,,73.11,,70.0,53.8,78.5,185.0,64.4,62.6,69.55,22.8,41.56,30.8,,312.5,36.3,500.04,151.6,,25.21,,7221.740234000001
2000-04-28,,70.45,423.3,48.09,45.83,71.7,29.6,20.14,64.15,,73.9,,71.39,55.2,82.75,186.0,64.7,64.0,76.0,22.85,43.18,31.6,,322.5,35.67,515.0,163.0,,24.8,,7414.680176000001
2000-05-01,,70.45,423.3,48.09,45.83,71.7,29.6,20.14,64.15,,73.9,,71.39,55.2,82.75,186.0,64.7,64.0,76.0,22.85,43.18,31.6,,322.5,35.67,515.0,163.0,,24.8,,
2000-05-02,,70.0,432.6,47.65,44.4,70.9,31.5,19.83,64.55,,74.55,,75.0,54.95,82.1,184.99,67.0,62.8,76.8,23.26,42.58,33.0,,327.0,36.2,520.0,169.5,,25.01,,7555.919922
2000-05-03,,69.0,422.5,47.55,44.08,71.0,30.75,19.95,64.5,,74.03,,69.8,54.89,83.45,192.95,68.0,60.55,75.2,23.0,43.73,32.7,,317.0,35.93,517.9,163.1,,26.7,,7376.930176000001
2000-05-04,,66.5,421.0,48.5,44.75,72.5,31.5,20.69,64.75,,75.74,,66.73,54.96,83.75,193.0,66.86,62.0,72.9,23.26,43.85,33.0,,317.8,35.55,514.0,163.95,,27.9,,7386.709961
2000-05-05,,70.2,422.8,48.85,44.3,75.0,32.89,20.85,64.8,,76.0,,69.9,55.42,84.5,187.0,67.75,63.0,73.45,24.5,45.0,34.0,,317.5,36.0,519.95,170.0,,27.51,,7530.819823999999
2000-05-08,,69.49,409.0,49.0,43.93,76.5,33.25,20.76,64.09,,76.4,,67.0,55.4,84.3,187.5,67.0,62.5,73.8,24.75,45.16,33.3,,312.45,35.85,515.0,166.94,,28.05,,7408.089844
2000-05-09,,66.4,398.8,49.85,44.6,79.8,34.45,20.7,63.0,,77.2,,62.5,55.1,84.0,187.95,66.75,62.9,74.0,25.3,45.25,33.1,,302.0,35.9,500.0,160.68,,29.1,,7280.540039
2000-05-10,,66.75,397.5,48.9,43.5,76.35,33.6,20.79,61.4,,77.85,,60.81,56.49,78.1,182.0,64.0,62.0,68.9,25.75,45.0,34.0,,303.0,35.87,495.0,152.53,,27.7,,7120.859863
2000-05-11,,68.0,402.8,49.01,43.55,73.18,34.0,19.8,60.6,,79.69,,65.2,57.03,79.8,184.8,60.0,62.5,70.6,26.0,46.5,34.0,,311.45,36.11,490.0,153.5,,27.7,,7259.47998
2000-05-12,,68.5,404.95,49.03,43.33,76.8,33.0,19.41,61.48,,79.39,,65.1,57.01,79.0,184.99,63.0,62.5,75.6,26.42,46.85,32.5,,311.5,36.74,500.0,154.5,,27.58,,7269.279785
2000-05-15,,68.09,401.5,47.93,42.75,76.99,32.59,20.0,61.5,,79.45,,62.01,55.8,80.95,184.8,65.5,61.8,74.9,26.5,47.3,32.5,,309.5,36.85,497.0,153.96,,27.5,,7195.149901999999
2000-05-16,,67.15,412.96,49.03,43.4,77.0,33.5,19.8,62.06,,82.3,,66.15,56.5,80.5,186.8,66.95,62.0,76.95,26.3,47.0,32.45,,316.0,36.98,513.5,158.57,,28.25,,7371.060059
2000-05-17,,67.4,408.4,48.2,42.85,79.6,31.78,19.45,61.26,,82.4,,62.2,57.0,83.75,182.0,64.21,61.5,74.5,25.76,46.71,31.1,,309.5,36.83,495.0,152.09,,27.8,,7211.509765999999
2000-05-18,,64.7,417.8,48.45,42.68,84.8,30.75,19.95,61.07,,82.89,,60.56,57.04,84.0,182.0,66.99,60.98,74.1,26.05,45.25,33.5,,309.0,37.16,475.0,149.88,,26.6,,7181.580078
2000-05-19,,65.7,408.0,47.5,42.55,83.0,30.5,19.95,60.3,,81.1,,55.8,57.29,83.35,179.0,66.5,59.78,70.4,26.54,44.35,33.5,,301.0,36.2,454.0,147.5,,26.58,,6989.029785
2000-05-22,,62.69,402.5,47.18,42.5,86.0,30.4,19.25,60.91,,80.5,,56.15,57.1,84.4,181.0,67.4,60.0,67.03,26.3,44.71,33.9,,298.3,37.25,446.0,142.1,,27.9,,6912.959961
2000-05-23,,61.5,374.26,47.45,43.04,86.5,30.7,19.5,60.92,,81.5,,58.7,57.24,86.0,180.8,67.9,62.0,68.26,26.36,45.5,33.45,,285.0,38.39,469.95,146.7,,27.5,,6927.689941
2000-05-24,,61.5,363.0,47.12,43.19,87.5,32.15,19.23,60.8,,80.85,,56.6,57.98,87.9,180.8,64.1,62.25,63.0,26.8,44.8,33.6,,279.0,37.92,450.0,145.0,,26.65,,6834.879883
2000-05-25,,62.99,372.0,46.0,42.19,85.0,32.7,19.49,60.72,,80.4,,61.0,58.0,83.2,180.8,65.0,61.99,66.82,25.99,44.33,33.7,,296.0,38.02,471.0,148.75,,27.05,,6978.870117
2000-05-26,,63.49,378.0,45.0,41.6,79.9,32.29,19.5,59.61,,77.24,,62.15,55.98,84.2,180.8,62.0,62.0,66.23,25.5,43.7,34.1,,298.75,38.0,425.5,150.2,,27.3,,6938.330078
2000-05-29,,63.01,383.5,45.45,42.17,80.01,32.45,19.25,59.86,,78.2,,62.42,56.5,84.2,192.99,64.8,61.69,68.02,25.38,43.54,34.0,,302.6,38.0,434.1,156.0,,27.32,,7016.660156
2000-05-30,,62.4,393.6,45.26,42.28,82.5,32.35,19.5,59.9,,80.0,,65.0,54.65,89.5,199.0,64.5,63.0,67.75,25.49,43.99,34.5,,310.2,38.9,432.5,155.56,,27.55,,7119.259765999999
2000-05-31,,62.9,383.5,43.85,41.4,81.5,32.6,19.8,58.3,,82.65,,66.5,54.2,89.85,204.0,63.0,62.5,68.75,25.91,43.21,33.25,,311.11,39.12,420.2,157.21,,27.4,,7109.669922
2000-06-01,,64.75,388.5,44.2,41.8,85.0,33.13,19.9,58.27,,84.5,,68.5,55.7,91.56,203.0,62.1,64.19,69.8,26.4,44.43,35.35,,317.0,39.81,463.5,164.0,,28.1,,7272.759765999999
2000-06-02,,66.0,388.9,46.0,42.05,85.0,33.9,19.9,57.95,,86.4,,73.0,56.05,90.42,205.0,62.1,63.5,75.1,26.5,43.82,33.51,,327.9,40.0,465.0,169.3,,27.7,,7438.950195
2000-06-05,,66.0,384.95,46.67,42.3,85.85,33.16,20.1,59.29,,86.07,,71.79,55.65,90.5,202.0,61.9,63.2,76.7,26.49,44.85,34.65,,326.0,40.01,490.0,167.0,,28.0,,7408.02002
2000-06-06,,66.0,374.8,44.34,41.54,89.0,32.97,19.85,60.26,,86.5,,71.44,55.67,89.85,202.0,60.4,64.3,76.2,26.59,44.95,34.9,,323.0,40.57,484.5,166.45,,27.4,,7359.799805
2000-06-07,,65.7,371.2,45.7,41.99,89.0,32.0,19.65,60.7,,86.2,,67.74,54.65,87.0,202.0,59.95,64.0,80.5,26.15,43.98,34.9,,326.0,40.85,477.1,163.45,,27.16,,7292.97998
2000-06-08,,65.19,367.41,44.92,41.44,85.8,31.89,19.2,60.33,,86.41,,67.65,52.83,83.5,191.0,58.8,63.4,85.0,25.5,44.0,34.9,,316.0,40.3,490.0,165.4,,27.16,,7243.129883
2000-06-09,,63.86,371.0,45.0,42.4,86.8,32.59,19.6,60.0,,87.3,,65.99,53.55,83.0,191.0,58.95,65.5,83.91,25.65,44.19,34.9,,314.0,39.8,494.36,166.0,,27.16,,7254.529785
2000-06-12,,63.5,372.5,44.86,42.43,88.5,33.13,19.6,60.0,,86.6,,65.99,53.4,84.46,191.0,58.95,64.0,84.3,25.46,44.2,34.9,,321.0,40.35,479.5,162.0,,26.99,,7235.640137
2000-06-13,,62.31,380.5,44.01,42.25,89.5,34.09,19.39,59.5,,87.55,,66.16,53.0,83.15,192.0,57.2,65.4,82.0,25.68,44.39,33.1,,331.61,40.02,471.49,164.01,,27.1,,7268.910156
2000-06-14,,63.3,382.11,42.89,41.93,86.0,34.29,19.35,59.0,,90.0,,68.1,53.77,83.5,192.0,57.4,65.0,82.3,24.68,44.0,33.1,,332.01,40.1,486.3,163.99,,27.1,,7350.939941
2000-06-15,,63.0,385.1,41.78,40.8,85.5,34.38,19.5,57.9,,88.7,,67.75,55.84,82.53,192.0,57.85,63.9,79.5,24.3,43.75,32.75,,336.33,40.5,504.5,161.7,,26.55,,7328.620117
2000-06-16,,59.62,375.0,39.4,39.47,88.6,32.81,19.1,56.46,,86.0,,68.06,57.0,80.5,192.0,58.4,60.7,83.0,23.5,41.0,34.65,,321.0,37.75,517.9,157.0,,25.25,,7131.399901999999
2000-06-19,,61.3,384.5,41.7,39.89,88.4,33.2,19.22,57.5,,86.69,,65.8,56.3,81.05,188.5,58.4,62.0,83.3,24.55,43.4,32.4,,333.01,38.51,505.8,159.25,,25.9,,7198.799805
2000-06-20,,61.6,388.0,41.13,39.8,88.63,32.95,19.54,56.93,,85.39,,65.9,56.88,80.88,188.5,58.47,61.4,86.01,25.56,42.99,31.05,,328.01,38.64,532.0,162.9,,25.9,,7227.27002
2000-06-21,,60.0,383.2,40.0,39.15,94.0,32.54,19.5,56.0,,83.36,,63.5,55.25,81.15,188.5,58.47,60.6,88.0,24.5,42.95,32.0,,324.0,37.6,525.0,160.15,,25.9,,7100.089844
2000-06-22,,61.0,383.0,39.92,38.7,91.5,32.26,18.85,55.35,,83.6,,64.09,54.9,85.0,188.5,57.5,60.0,88.92,23.83,41.8,32.0,,316.0,37.03,524.0,158.3,,24.94,,7053.669922
2000-06-23,,57.92,374.0,39.43,38.55,93.99,31.7,18.0,56.25,,83.39,,63.5,55.0,82.1,176.0,59.0,60.0,90.0,25.2,41.15,31.8,,301.34,36.04,510.0,159.3,,24.22,,6980.410156
2000-06-26,,59.24,376.0,40.45,38.76,92.0,31.51,18.02,56.04,,84.51,,63.54,53.5,83.5,179.0,59.0,61.5,87.42,24.02,42.0,31.8,,316.3,36.09,173.85,160.0,,24.9,,7027.189941
2000-06-27,,57.0,376.0,41.01,38.89,91.0,31.09,17.95,56.77,,85.1,,63.5,50.65,83.0,179.0,62.5,62.15,92.5,24.22,41.5,31.8,,324.3,35.31,174.48,158.65,,24.6,,7048.959961
